id	type	chain_id	timestamp	block_number	transaction_type	transaction_address	token_addresses	symbols	wallets	wallets_categories	amounts	amount_stable	amount_native	prices_stable	prices_native	pool_address	direction	lp_token_address	wallet_balances	reserves	sender	to	amounts_native	amounts_stable	from_address	lp_token_dict	network	to_address
0xdf5e5987f8b8d8883fc1d39c1fd3707582b945816485cb101d10403a4604f4d9-70	erc20	56	1690665644	30396964	transfer	0xdf5e5987f8b8d8883fc1d39c1fd3707582b945816485cb101d10403a4604f4d9	0x7411f8d62203a9b4d2c7fbf063fabfef8d6290e0	mAVR	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	2.726998299	0.4851032905	None	0.1778891064	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.4851032905	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	bsc	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x048bea998acd79703032a39b1eeb5584f1405037eed389d162fac4907653f797-163	erc20	56	1690665509	30396919	transfer	0x048bea998acd79703032a39b1eeb5584f1405037eed389d162fac4907653f797	0x7411f8d62203a9b4d2c7fbf063fabfef8d6290e0	mAVR	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	2.753561426	0.5015124868	None	0.182132304	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.5015124868	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	bsc	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xaf838c0a17b4942b507ef1517c21a837bf1378b26ff3d1877e18cb82befffae3-160	erc20	56	1690665377	30396875	transfer	0xaf838c0a17b4942b507ef1517c21a837bf1378b26ff3d1877e18cb82befffae3	0x7411f8d62203a9b4d2c7fbf063fabfef8d6290e0	mAVR	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	2.816628533	0.5011378546	None	0.1779211738	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.5011378546	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	bsc	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xa4fac99e8beb91e659360c7d5091184873bf46d290adfe0957dfd9654e653693-377	erc20	1	1690663091	17801129	transfer	0xa4fac99e8beb91e659360c7d5091184873bf46d290adfe0957dfd9654e653693	0xee1dd5b83c7247b556ae0ef0e7ae02166aab0dbc	BITCOIN1	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	318424.1419	0.07501505554	None	2.36E-07	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.07501505554	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	eth	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x11940c044b3b4303c5052d95952981bf6cf73ad0cafd24026701303dcc8ffa20-78	erc20	56	1690662771	30396008	transfer	0x11940c044b3b4303c5052d95952981bf6cf73ad0cafd24026701303dcc8ffa20	0xf3f4ca91bbbe84a89b4c3c17bed4a6dde8c06585	$SHIBGOLD	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	123855843.3	0	None	0	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	bsc	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x88e919046645130c9086f194ecd73e79e5635b607724edef5a8b8828c2e5d03c-100	erc20	56	1690656291	30393848	30393848	0x88e919046645130c9086f194ecd73e79e5635b607724edef5a8b8828c2e5d03c	0x812cf05a293724e211e0a296304602b5e847eab7	LOOT2.0	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	3223873001318	8.99E-06	None	2.79E-18	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	8.99E-06	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	bsc	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x7e6c0d89d3b5bf2a8255bece28cff24e3500205f767a75fb4be8eb87dd3be917-17	erc20	43114	1690648842	33234929	transfer	0x7e6c0d89d3b5bf2a8255bece28cff24e3500205f767a75fb4be8eb87dd3be917	0x50b7545627a5162f82a992c33b87adc75187b218	WBTC.e	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	2.67E-06	0.07821798594	None	29295.12582	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.07821798594	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	avalanche	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x77f5ca4dc8e8d7369d9ccdc0d02f6b3107b61b2acb41baaedab6869bd8dbe376-220	erc20	137	1690648511	45666743	transfer	0x77f5ca4dc8e8d7369d9ccdc0d02f6b3107b61b2acb41baaedab6869bd8dbe376	0xe87ba1bd11ee6e0d3c7dd6932e6a038e38627f65	aUSDC	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.00932509163	0	None	0	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x6349a9d4950ab3d98f6ef21ec2a1c78191a600eee64e143a515be869d04a52f9-281	erc20	137	1690643782	45664574	transfer	0x6349a9d4950ab3d98f6ef21ec2a1c78191a600eee64e143a515be869d04a52f9	0xd1f9c58e33933a993a3891f8acfe05a68e1afc05	SFL	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.106699722	0.003572686522	None	0.03348355979	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.003572686522	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x848bca36f7d13b7b6aa5f0d193086e2dd9a722d85b11d135f3e48be7b3291e9b-507	erc20	137	1690641101	45663345	transfer	0x848bca36f7d13b7b6aa5f0d193086e2dd9a722d85b11d135f3e48be7b3291e9b	0xb0e98db756be23cfbf65f2cad063596429498e7e	XGCR	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	8.92E-09	0.00067516249	None	75714.48396	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.00067516249	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xed8947569b262270ed3204f7cf9b235ce849d1367459de06b1d121c346ba4ad0-170	erc20	56	1690640030	30388440	transfer	0xed8947569b262270ed3204f7cf9b235ce849d1367459de06b1d121c346ba4ad0	0x94d79c325268c898d2902050730f27a478c56cc1	IMO	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.66681403	0.1191139807	None	0.1786314854	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.1191139807	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	bsc	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xe3115194e6ef784ed4a6184e36048edac85f9a68687f886359dc33af57b48c4c-1053	erc20	56	1690638382	30387895	transfer	0xe3115194e6ef784ed4a6184e36048edac85f9a68687f886359dc33af57b48c4c	0x03cbdc985dfbd859da5d72780b39bf682d3f7a03	visit-RecoverGASFee.com	0x03cbdc985dfbd859da5d72780b39bf682d3f7a03', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	95000	197.1445565	None	0.002075205858	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x03cbdc985dfbd859da5d72780b39bf682d3f7a03'}	None			None	None	None	197.1445565	0x03cbdc985dfbd859da5d72780b39bf682d3f7a03	None	bsc	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xe8a69cf90fda044343374786eed733a5be2d281468bd74253791a3c924d6c3fd-312	erc20	137	1690635598	45660808	transfer	0xe8a69cf90fda044343374786eed733a5be2d281468bd74253791a3c924d6c3fd	0xb0e98db756be23cfbf65f2cad063596429498e7e	XGCR	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	1.37E-08	0.0007541612469	None	54953.43038	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.0007541612469	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xa3b00c9304a27799d58f1992c4f8db6b53f67c64bc652a1c69463fdce8ace6e4-703	erc20	137	1690635268	45660654	transfer	0xa3b00c9304a27799d58f1992c4f8db6b53f67c64bc652a1c69463fdce8ace6e4	0x2791bca1f2de4661ed88a30c99a7a9449aa84174	USDC	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.482608	0.482608	None	1	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.482608	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xb45d44b2a625eda999985d4eeb8ddbcc85156227b89897f46a2b1cfb20fb95cb-403	erc20	137	1690634314	45660220	transfer	0xb45d44b2a625eda999985d4eeb8ddbcc85156227b89897f46a2b1cfb20fb95cb	0xb0e98db756be23cfbf65f2cad063596429498e7e	XGCR	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	2.93E-08	0.0007534801696	None	25750.18772	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.0007534801696	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x4c795ff5759ed52caeccbea8d8c7625953a228242f89765e3e17cee1561efd0d-147	erc20	137	1690634042	45660092	transfer	0x4c795ff5759ed52caeccbea8d8c7625953a228242f89765e3e17cee1561efd0d	0xb0e98db756be23cfbf65f2cad063596429498e7e	XGCR	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	2.00E-07	0.005145669235	None	25750.18772	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.005145669235	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xb4b9765d30f29f1d3d1ca780e1befd34954f53ccc9fa038fea00358a9117b2e3-360	erc20	137	1690633924	45660037	transfer	0xb4b9765d30f29f1d3d1ca780e1befd34954f53ccc9fa038fea00358a9117b2e3	0x22179fda230847f76942437df769ff5bfb720d15	NVRN	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.1108884784	0.0001656811089	None	0.001494123748	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.0001656811089	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xba48d62593b6a165e8d8d579d8c32a0624369453bdd79f13402cd044b9dcffdf-198	erc20	137	1690627616	45657118	transfer	0xba48d62593b6a165e8d8d579d8c32a0624369453bdd79f13402cd044b9dcffdf	0x22179fda230847f76942437df769ff5bfb720d15	NVRN	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.3057738355	0.000456863949	None	0.001494123748	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.000456863949	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xc18d63eb6222c334bcf9bb52ca1b7974c65fcc78066ceee47ffc9d37a82630b8-270	erc20	137	1690624536	45655668	transfer	0xc18d63eb6222c334bcf9bb52ca1b7974c65fcc78066ceee47ffc9d37a82630b8	0xffb89d7637cf4860884ed48b57ae5562bf64e10f	PIKA	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	10260.73595	0.0002111297377	None	2.06E-08	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.0002111297377	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x4811bb851bddfb92360cce1802ea507b59a8471874e8af1b86d8cf7a875faf9f-533	erc20	137	1690623544	45655201	transfer	0x4811bb851bddfb92360cce1802ea507b59a8471874e8af1b86d8cf7a875faf9f	0xbfc70507384047aa74c29cdc8c5cb88d0f7213ac	ALI	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.01652704277	0.0003024542528	None	0.01830056695	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.0003024542528	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x875af777f6770f9debcb89254f0f07eda4a83a6d140963fa1effdb36cbe97b25-206	erc20	137	1690622376	45654653	transfer	0x875af777f6770f9debcb89254f0f07eda4a83a6d140963fa1effdb36cbe97b25	0x228b5c21ac00155cf62c57bcc704c0da8187950b	NXD	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	4.257924103	0.0004834394956	None	0.0001135387771	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.0004834394956	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x693e3106fa832cb01870e7eecb4569ed687f48af0c74730b57be52ee9b93573a-270	erc20	137	1690619830	45653456	transfer	0x693e3106fa832cb01870e7eecb4569ed687f48af0c74730b57be52ee9b93573a	0xb0e98db756be23cfbf65f2cad063596429498e7e	XGCR	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	4.70E-08	0	None	0	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xf0440bc9674ef62044d6b16ea674666827862d3f278d9d740b815a0168838d69-155	erc20	137	1690618894	45653017	transfer	0xf0440bc9674ef62044d6b16ea674666827862d3f278d9d740b815a0168838d69	0x228b5c21ac00155cf62c57bcc704c0da8187950b	NXD	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	5.678080651	0.0006488106006	None	0.0001142658304	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.0006488106006	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x5639b98939dc1e18988bc68d1c9ac0f1abb9f89b8ab4eddb762c2e53efb9b9b4-272	erc20	137	1690617402	45652316	transfer	0x5639b98939dc1e18988bc68d1c9ac0f1abb9f89b8ab4eddb762c2e53efb9b9b4	0x228b5c21ac00155cf62c57bcc704c0da8187950b	NXD	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	3.161223989	0.0003634641174	None	0.0001149757558	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.0003634641174	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x9a4deb17853cecdd3757b5aaab6728dad272c5b967b4b26f1e072eab3120c300-340	erc20	1	1690617215	17797334	transfer	0x9a4deb17853cecdd3757b5aaab6728dad272c5b967b4b26f1e072eab3120c300	0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050	ARKM	0x92f3f71cef740ed5784874b8c70ff87ecdf33588', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.009871472766	0.005180221357	None	0.5247668184	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x92f3f71cef740ed5784874b8c70ff87ecdf33588'}	None			None	None	None	0.005180221357	0x92f3f71cef740ed5784874b8c70ff87ecdf33588	None	eth	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x932c2896f7675aeef92a7c2de3b12fcb2b92dc4087cc58f7604a055f4254ac12-214	erc20	137	1690617164	45652204	transfer	0x932c2896f7675aeef92a7c2de3b12fcb2b92dc4087cc58f7604a055f4254ac12	0xe8d17b127ba8b9899a160d9a07b69bca8e08bfc6	NSDX	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.00566587729	0.0007181616333	None	0.1267520627	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.0007181616333	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xc1b7d822cd1eda70d299ced63f7cdc0ac429c267f55fd2e852ae28803b4c3a9e-385	erc20	137	1690615851	45651591	transfer	0xc1b7d822cd1eda70d299ced63f7cdc0ac429c267f55fd2e852ae28803b4c3a9e	0xc2132d05d31c914a87c6611c10748aeb04b58e8f	USDT	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.005328	0.005327412634	None	0.9998897586	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.005327412634	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x6291b69cbf5128c3d5531c776febda6350a1ec69d0fdaefb5ccd0c516a176a29-369	erc20	137	1690615851	45651591	transfer	0x6291b69cbf5128c3d5531c776febda6350a1ec69d0fdaefb5ccd0c516a176a29	0xe8d17b127ba8b9899a160d9a07b69bca8e08bfc6	NSDX	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.01406718289	0.001783035137	None	0.1267514009	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.001783035137	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x08ad785ec7a0be53dfd76d1fd32345a2c8696ec3cc5286e0f5ea624a09e606c2-142	erc20	137	1690614999	45651210	transfer	0x08ad785ec7a0be53dfd76d1fd32345a2c8696ec3cc5286e0f5ea624a09e606c2	0xe8d17b127ba8b9899a160d9a07b69bca8e08bfc6	NSDX	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.002375192292	0.0003010586619	None	0.1267512794	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.0003010586619	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xdc196616a75785e3d880f6e71a590998550a35b8c713806d370f4a6f99566214-765	erc20	137	1690614401	45650928	transfer	0xdc196616a75785e3d880f6e71a590998550a35b8c713806d370f4a6f99566214	0xe8d17b127ba8b9899a160d9a07b69bca8e08bfc6	NSDX	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.00512434008	0.0006495153184	None	0.1267510174	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.0006495153184	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x71702a17f6c315860965bd40be2589be5c812dd3be52faccd77747adf9754f8c-287	erc20	137	1690612892	45650225	transfer	0x71702a17f6c315860965bd40be2589be5c812dd3be52faccd77747adf9754f8c	0x3323f6b2206fd4d16dcb487985dbf5bb7a367214	ICR	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	1.922619688	0	None	0	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x6591b07170d0a177fb9819cfd91bced7fbeea7dcada074f00ba4961b9cf2a3f8-163	erc20	137	1690609089	45648461	transfer	0x6591b07170d0a177fb9819cfd91bced7fbeea7dcada074f00ba4961b9cf2a3f8	0xb0e98db756be23cfbf65f2cad063596429498e7e	XGCR	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.0004257924917	0	None	0	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x097b5359949eb9cf3d98f901c5f50942c956e00aa269640fcd330f2c5543d9f9-165	erc20	137	1690595016	45641889	transfer	0x097b5359949eb9cf3d98f901c5f50942c956e00aa269640fcd330f2c5543d9f9	0xc2132d05d31c914a87c6611c10748aeb04b58e8f	USDT	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.000267	0.0002669449869	None	0.9997939585	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.0002669449869	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	polygon	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0xc06526c0857f3b1a547234fa0f2f294039d43abce47af0873d1b2c3f6c8ea9ae-151	erc20	1	1690580495	17794293	transfer	0xc06526c0857f3b1a547234fa0f2f294039d43abce47af0873d1b2c3f6c8ea9ae	0x163f8c2467924be0ae7b5347228cabf260318753	WLD	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	0.3656328027	0.8033628969	None	2.197184965	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	0.8033628969	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	eth	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x50333609485555d0c769d88aba3f7826aa9d551bb0aead43f0466f29a3928513-281	erc20	1	1690580111	17794262	transfer	0x50333609485555d0c769d88aba3f7826aa9d551bb0aead43f0466f29a3928513	0x163f8c2467924be0ae7b5347228cabf260318753	WLD	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	1.356512831	2.989988566	None	2.204172712	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	2.989988566	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	eth	0x720c9244473dfc596547c1f7b6261c7112a3dad4
0x5f1e33bce4ea7c5c489f26025cf0825f124e98b258b7cac2de076eb317acbcd7-394	erc20	56	1690557860	30361115	transfer	0x5f1e33bce4ea7c5c489f26025cf0825f124e98b258b7cac2de076eb317acbcd7	0xcc42724c6683b7e57334c4e856f4c9965ed682bd	MATIC	0x6131b5fae19ea4f9d964eac0408e4408b66337b5', '0x720c9244473dfc596547c1f7b6261c7112a3dad4	None	6.93509284	4.975973026	None	0.717506332	None	None	{'to_address': '0x720c9244473dfc596547c1f7b6261c7112a3dad4', 'from_address': '0x6131b5fae19ea4f9d964eac0408e4408b66337b5'}	None			None	None	None	4.975973026	0x6131b5fae19ea4f9d964eac0408e4408b66337b5	None	bsc	0x720c9244473dfc596547c1f7b6261c7112a3dad4
